Year,State,District,Crop,Area_Hectares,Production_MT,Unit,Soil_Type,Irrigation_Type,Fertilizer_Used,Avg_Rainfall_mm,Avg_Temp_C,Weather_Condition,Seed_Variety,Pesticide_Used,Organic,Govt_Subsidy_Availed,Machinery_Used,Farming_Practice,Labor_Type,Crop_Cycle_Months,Yield_per_Hectare,Storage_Facility,Market_Access,Farmer_ID
2006,Haryana,Terrifort,Millet,4955.76,13988.54,Metric Tonnes,Silty,Canal,DAP,63.44,24.21,Normal,Millet-Var-8,Yes,No,Yes,Tractor,Modern,Hired,7,2.82,Warehouse,Export,F49352
2006,Haryana,North Michellestad,Millet,8367.01,19591.12,Metric Tonnes,Clay,Drip,DAP,225.68,37.75,Normal,Millet-Var-4,Yes,Yes,No,Tractor,Modern,Both,9,2.34,None,National,F68565
2006,Uttar Pradesh,East Loretta,Wheat,5437.63,14486.61,Metric Tonnes,Silty,Sprinkler,Compost,329.23,36.61,Heatwave,Wheat-Var-1,Yes,Yes,Yes,Manual,Traditional,Both,9,2.66,Cold Storage,Export,F30523
2006,Uttar Pradesh,Port Cherylchester,Wheat,3840.2,9409.32,Metric Tonnes,Silty,Rainfed,NPK,185.12,39.17,Heatwave,Wheat-Var-7,Yes,Yes,No,Combined Harvester,Traditional,Both,4,2.45,Cold Storage,Export,F12487
2006,Uttar Pradesh,South Thomas,Wheat,8457.96,14094.74,Metric Tonnes,Loamy,Canal,Compost,352.04,27.01,Heatwave,Wheat-Var-7,No,Yes,No,Manual,Mixed,Both,3,1.67,Cold Storage,Local,F16629
2006,Uttar Pradesh,Amyland,Rice,708.12,1840.7,Metric Tonnes,Peaty,Drip,NPK,196.01,36.94,Normal,Rice-Var-5,Yes,Yes,No,Combined Harvester,Traditional,Both,9,2.6,None,Local,F83783
2006,Uttar Pradesh,Spencerland,Rice,1420.23,4477.89,Metric Tonnes,Sandy,Sprinkler,Urea,245.19,16.37,Flood,Rice-Var-4,Yes,No,Yes,Tractor,Modern,Both,7,3.15,None,Local,F87286
2006,Uttar Pradesh,Lopezbury,Rice,7702.66,19450.98,Metric Tonnes,Sandy,Sprinkler,NPK,151.81,26.74,Heatwave,Rice-Var-10,No,Yes,Yes,Tractor,Modern,Both,6,2.53,None,Local,F64339
2006,Uttar Pradesh,West Briannaberg,Maize,8165.79,17228.23,Metric Tonnes,Peaty,Sprinkler,Compost,117.44,18.23,Normal,Maize-Var-7,No,Yes,Yes,Tractor,Modern,Hired,3,2.11,Warehouse,Export,F84844
2006,Uttar Pradesh,Deanstad,Maize,2061.46,6308.26,Metric Tonnes,Sandy,Tube Well,DAP,215.07,20.69,Drought,Maize-Var-6,No,Yes,Yes,Combined Harvester,Mixed,Both,8,3.06,None,National,F86397
2006,Uttar Pradesh,Burnsview,Maize,1727.4,3740.61,Metric Tonnes,Peaty,Canal,Vermicompost,378.97,23.58,Heatwave,Maize-Var-1,Yes,No,Yes,Manual,Mixed,Family,3,2.17,Cold Storage,Export,F16682
2006,Uttar Pradesh,North Lisaside,Barley,8001.92,19768.42,Metric Tonnes,Silty,Sprinkler,DAP,112.71,37.28,Normal,Barley-Var-2,No,Yes,Yes,Combined Harvester,Mixed,Both,3,2.47,None,National,F22462
2006,Uttar Pradesh,Leeton,Barley,3246.25,9476.93,Metric Tonnes,Peaty,Canal,DAP,394.3,16.25,Flood,Barley-Var-10,No,Yes,Yes,Tractor,Modern,Family,8,2.92,None,National,F96702
2006,Uttar Pradesh,South Nicholas,Barley,811.16,2385.54,Metric Tonnes,Peaty,Canal,Urea,148.64,19.61,Coldwave,Barley-Var-7,No,No,Yes,Tractor,Traditional,Hired,5,2.94,None,State,F84853
2006,Uttar Pradesh,Lake Lisa,Barley,821.12,1267.56,Metric Tonnes,Silty,Sprinkler,Compost,321.07,18.36,Heatwave,Barley-Var-1,Yes,Yes,Yes,Manual,Mixed,Family,6,1.54,Warehouse,National,F72033
2006,Uttar Pradesh,South Matthew,Sugarcane,3547.67,9620.55,Metric Tonnes,Loamy,Tube Well,DAP,199.92,15.68,Heatwave,Sugarcane-Var-10,Yes,No,No,Tractor,Mixed,Both,3,2.71,Cold Storage,Export,F98387
2006,Uttar Pradesh,Marksmouth,Sugarcane,10373.44,15778.28,Metric Tonnes,Peaty,Rainfed,DAP,316.66,37.33,Coldwave,Sugarcane-Var-7,Yes,No,No,Combined Harvester,Mixed,Hired,8,1.52,None,Local,F45013
2006,Uttar Pradesh,Pattersonfort,Sugarcane,3477.28,8940.38,Metric Tonnes,Loamy,Sprinkler,Compost,216.94,24.73,Drought,Sugarcane-Var-2,No,Yes,No,Tractor,Modern,Hired,3,2.57,Warehouse,State,F33203
2006,Uttar Pradesh,Brookeborough,Sugarcane,5415.3,17804.78,Metric Tonnes,Silty,Rainfed,Vermicompost,167.54,30.38,Coldwave,Sugarcane-Var-4,No,No,No,Tractor,Modern,Both,9,3.29,None,Export,F33819
2006,Uttar Pradesh,West Devinport,Cotton,5424.67,18574.7,Metric Tonnes,Loamy,Sprinkler,NPK,228.14,26.32,Flood,Cotton-Var-10,No,No,Yes,Combined Harvester,Modern,Both,6,3.42,Cold Storage,National,F69383
2006,Uttar Pradesh,Lake Michele,Cotton,1736.39,5934.54,Metric Tonnes,Peaty,Rainfed,DAP,99.99,29.5,Normal,Cotton-Var-8,Yes,Yes,No,Tractor,Modern,Family,4,3.42,Warehouse,State,F92616
2006,Uttar Pradesh,New Jenniferside,Cotton,2920.16,6009.73,Metric Tonnes,Silty,Rainfed,Vermicompost,191.74,39.97,Coldwave,Cotton-Var-3,Yes,Yes,No,Combined Harvester,Modern,Both,8,2.06,None,State,F90488
2006,Uttar Pradesh,Sabrinaburgh,Millet,591.57,1571.84,Metric Tonnes,Silty,Tube Well,Compost,78.9,18.86,Heatwave,Millet-Var-8,Yes,No,Yes,Manual,Traditional,Both,9,2.66,Cold Storage,Local,F49308
2006,Uttar Pradesh,Prestonhaven,Millet,3598.48,9071.48,Metric Tonnes,Loamy,Tube Well,Urea,140.58,22.91,Coldwave,Millet-Var-4,No,Yes,Yes,Combined Harvester,Modern,Family,4,2.52,Cold Storage,Export,F63429
2006,Maharashtra,Larrychester,Wheat,1042.45,2195.86,Metric Tonnes,Sandy,Tube Well,DAP,388.3,38.62,Normal,Wheat-Var-5,No,Yes,No,Manual,Mixed,Family,4,2.11,Warehouse,National,F49595
2006,Maharashtra,Port Wendyfurt,Wheat,2661.21,7030.13,Metric Tonnes,Silty,Tube Well,Compost,368.36,15.15,Normal,Wheat-Var-10,Yes,No,No,Combined Harvester,Traditional,Family,8,2.64,Warehouse,National,F13703
2006,Maharashtra,Marieview,Rice,4801.17,16308.33,Metric Tonnes,Silty,Drip,Urea,81.96,19.04,Heatwave,Rice-Var-8,Yes,Yes,No,Combined Harvester,Mixed,Both,9,3.4,None,Local,F81657
2006,Maharashtra,Laurabury,Rice,7469.5,19234.55,Metric Tonnes,Peaty,Canal,NPK,54.97,21.44,Heatwave,Rice-Var-9,Yes,Yes,No,Tractor,Modern,Hired,6,2.58,None,Local,F39684
2006,Maharashtra,North John,Rice,3213.61,9273.9,Metric Tonnes,Sandy,Sprinkler,DAP,306.61,39.89,Heatwave,Rice-Var-7,No,No,Yes,Combined Harvester,Mixed,Hired,8,2.89,None,Export,F50844
2006,Maharashtra,Rebeccaland,Rice,2370.12,6106.47,Metric Tonnes,Peaty,Drip,Vermicompost,236.66,25.14,Flood,Rice-Var-2,No,No,No,Manual,Mixed,Family,3,2.58,Cold Storage,State,F88526
2006,Maharashtra,North Mark,Maize,1099.5,3798.66,Metric Tonnes,Clay,Canal,NPK,348.66,27.46,Flood,Maize-Var-4,No,Yes,No,Tractor,Traditional,Hired,3,3.45,Warehouse,Local,F39762
2006,Maharashtra,Fostershire,Maize,6274.32,12263.29,Metric Tonnes,Peaty,Sprinkler,Vermicompost,240.33,32.37,Heatwave,Maize-Var-4,No,No,Yes,Manual,Mixed,Both,4,1.95,Cold Storage,National,F52946
2006,Maharashtra,East Emily,Maize,3029.89,10545.76,Metric Tonnes,Sandy,Sprinkler,Urea,263.97,24.27,Heatwave,Maize-Var-8,Yes,Yes,Yes,Combined Harvester,Mixed,Both,7,3.48,Warehouse,State,F49152
2006,Maharashtra,Port Tabithafurt,Maize,8450.62,15556.96,Metric Tonnes,Peaty,Sprinkler,Compost,184.58,23.67,Drought,Maize-Var-1,No,No,No,Combined Harvester,Modern,Both,9,1.84,None,Export,F66536
2006,Maharashtra,Gonzalezton,Barley,2911.72,8920.24,Metric Tonnes,Silty,Canal,Compost,219.46,34.85,Heatwave,Barley-Var-5,Yes,Yes,No,Manual,Modern,Hired,6,3.06,Warehouse,National,F80453
2006,Maharashtra,South Jameston,Barley,5375.82,11741.53,Metric Tonnes,Loamy,Sprinkler,NPK,333.49,20.96,Flood,Barley-Var-6,Yes,Yes,Yes,Manual,Traditional,Family,9,2.18,Warehouse,National,F63010
2006,Maharashtra,Brownfurt,Barley,1943.19,4875.47,Metric Tonnes,Silty,Tube Well,DAP,141.3,15.23,Heatwave,Barley-Var-6,No,Yes,Yes,Manual,Mixed,Hired,7,2.51,None,National,F40002
2006,Maharashtra,Michaelport,Sugarcane,5210.48,13141.8,Metric Tonnes,Loamy,Drip,DAP,205.93,39.17,Drought,Sugarcane-Var-2,Yes,Yes,No,Tractor,Modern,Hired,6,2.52,None,Export,F50713
2006,Maharashtra,East Zachary,Sugarcane,3606.72,11638.38,Metric Tonnes,Silty,Tube Well,Compost,98.81,29.23,Coldwave,Sugarcane-Var-2,No,Yes,Yes,Tractor,Traditional,Hired,8,3.23,Cold Storage,Local,F58825
2006,Maharashtra,Karenshire,Cotton,6535.72,17425.6,Metric Tonnes,Sandy,Sprinkler,Vermicompost,301.3,24.3,Heatwave,Cotton-Var-1,Yes,Yes,Yes,Manual,Mixed,Both,6,2.67,Warehouse,Export,F83246
2006,Maharashtra,South Scotttown,Cotton,953.21,2302.77,Metric Tonnes,Clay,Tube Well,Urea,188.07,36.68,Drought,Cotton-Var-10,No,No,Yes,Manual,Modern,Family,8,2.42,Warehouse,National,F31510
2006,Maharashtra,Jimenezburgh,Cotton,1531.37,5257.91,Metric Tonnes,Silty,Canal,DAP,385.35,21.19,Normal,Cotton-Var-3,Yes,Yes,No,Tractor,Mixed,Hired,5,3.43,Cold Storage,Export,F55314
2006,Maharashtra,Lake Michelleshire,Cotton,2214.15,7287.01,Metric Tonnes,Peaty,Drip,Vermicompost,388.32,26.09,Normal,Cotton-Var-8,No,Yes,No,Manual,Mixed,Family,5,3.29,Cold Storage,Local,F98047
2006,Maharashtra,New Matthewborough,Millet,2648.49,6759.44,Metric Tonnes,Clay,Sprinkler,Compost,290.72,21.84,Flood,Millet-Var-6,No,Yes,Yes,Combined Harvester,Modern,Hired,5,2.55,None,National,F47382
2006,Maharashtra,East Thomas,Millet,9269.07,14861.23,Metric Tonnes,Silty,Rainfed,DAP,67.25,24.66,Drought,Millet-Var-2,Yes,Yes,Yes,Tractor,Mixed,Hired,5,1.6,None,Export,F99413
2006,Maharashtra,Lake Jonathanmouth,Millet,3468.7,7392.73,Metric Tonnes,Peaty,Canal,NPK,221.86,23.02,Heatwave,Millet-Var-7,Yes,Yes,No,Combined Harvester,Mixed,Both,8,2.13,Cold Storage,Export,F32245
2006,Maharashtra,South Timothy,Millet,2005.26,4249.03,Metric Tonnes,Loamy,Tube Well,Vermicompost,391.22,25.28,Coldwave,Millet-Var-7,Yes,Yes,No,Manual,Mixed,Family,8,2.12,None,Local,F18817
2006,Karnataka,Paulastad,Wheat,3457.06,9171.9,Metric Tonnes,Silty,Tube Well,Urea,394.17,21.04,Flood,Wheat-Var-6,Yes,Yes,No,Combined Harvester,Traditional,Hired,8,2.65,None,State,F44965
2006,Karnataka,Paulshire,Wheat,4701.62,13785.0,Metric Tonnes,Peaty,Tube Well,Compost,262.56,17.21,Drought,Wheat-Var-5,Yes,Yes,Yes,Combined Harvester,Traditional,Both,9,2.93,Warehouse,Export,F72150
2006,Karnataka,New Maureen,Wheat,8413.65,13699.01,Metric Tonnes,Peaty,Rainfed,Vermicompost,258.65,33.49,Normal,Wheat-Var-7,No,Yes,No,Manual,Modern,Both,5,1.63,Warehouse,National,F66032
2006,Karnataka,South Tyler,Wheat,1449.44,4613.91,Metric Tonnes,Loamy,Sprinkler,DAP,60.62,36.1,Coldwave,Wheat-Var-6,Yes,No,Yes,Manual,Mixed,Both,3,3.18,Cold Storage,National,F41578
2006,Karnataka,New Lauren,Rice,4896.93,9476.42,Metric Tonnes,Peaty,Canal,DAP,96.82,38.83,Coldwave,Rice-Var-8,No,No,No,Combined Harvester,Mixed,Both,9,1.94,Cold Storage,Local,F50117
2006,Karnataka,East Markburgh,Rice,1009.9,1916.98,Metric Tonnes,Sandy,Drip,Vermicompost,171.74,30.51,Drought,Rice-Var-8,Yes,No,No,Combined Harvester,Traditional,Hired,6,1.9,Cold Storage,Local,F21736
2006,Karnataka,Stephaniechester,Rice,6351.68,11123.62,Metric Tonnes,Peaty,Sprinkler,NPK,151.4,20.97,Flood,Rice-Var-3,No,Yes,Yes,Combined Harvester,Mixed,Family,7,1.75,Warehouse,State,F78349
2006,Karnataka,Hernandezshire,Rice,2008.4,4664.09,Metric Tonnes,Clay,Tube Well,Vermicompost,296.41,20.44,Normal,Rice-Var-3,Yes,No,Yes,Manual,Traditional,Both,4,2.32,Cold Storage,Local,F85769
2006,Karnataka,South Pedroborough,Maize,3352.67,7650.24,Metric Tonnes,Clay,Tube Well,DAP,391.76,38.87,Normal,Maize-Var-1,Yes,Yes,Yes,Tractor,Traditional,Family,3,2.28,Cold Storage,Export,F70464
2006,Karnataka,Port James,Maize,8119.06,16102.68,Metric Tonnes,Silty,Drip,Urea,73.81,22.92,Normal,Maize-Var-1,No,No,Yes,Tractor,Mixed,Family,9,1.98,Warehouse,State,F58846
2006,Karnataka,Sarahview,Maize,2270.23,5702.49,Metric Tonnes,Silty,Canal,Compost,322.2,36.46,Normal,Maize-Var-4,No,No,Yes,Combined Harvester,Traditional,Both,7,2.51,Cold Storage,Export,F46223
2006,Karnataka,Port Audreyside,Maize,7648.56,16974.85,Metric Tonnes,Silty,Sprinkler,DAP,290.53,22.82,Drought,Maize-Var-6,No,No,No,Combined Harvester,Traditional,Family,3,2.22,Cold Storage,Local,F69905
2006,Karnataka,West Robinview,Barley,581.32,1687.66,Metric Tonnes,Clay,Canal,Compost,53.44,25.23,Flood,Barley-Var-6,No,No,Yes,Manual,Traditional,Both,3,2.9,Warehouse,Export,F97614
2006,Karnataka,Lake Ian,Barley,2398.16,6922.9,Metric Tonnes,Silty,Drip,Compost,318.19,22.6,Normal,Barley-Var-2,Yes,No,No,Manual,Traditional,Both,3,2.89,None,State,F46987
2006,Karnataka,Ericville,Barley,7819.94,16326.73,Metric Tonnes,Loamy,Drip,Vermicompost,206.21,33.18,Flood,Barley-Var-2,No,No,No,Tractor,Mixed,Both,3,2.09,Warehouse,State,F66347
2006,Karnataka,New Philipberg,Sugarcane,4032.52,14011.94,Metric Tonnes,Peaty,Tube Well,Compost,128.81,31.56,Coldwave,Sugarcane-Var-3,No,No,Yes,Manual,Mixed,Hired,9,3.47,Cold Storage,State,F80770
2006,Karnataka,Clarkland,Sugarcane,3720.14,12388.8,Metric Tonnes,Silty,Sprinkler,Vermicompost,104.73,33.79,Coldwave,Sugarcane-Var-10,Yes,No,No,Combined Harvester,Traditional,Hired,3,3.33,Warehouse,Export,F33672
2006,Karnataka,South Daniel,Sugarcane,5651.23,11581.24,Metric Tonnes,Sandy,Drip,Urea,216.05,23.34,Coldwave,Sugarcane-Var-8,No,Yes,Yes,Tractor,Traditional,Family,4,2.05,Warehouse,National,F69579
2006,Karnataka,Craigmouth,Cotton,3598.72,11796.61,Metric Tonnes,Peaty,Sprinkler,Vermicompost,249.26,30.79,Drought,Cotton-Var-7,Yes,No,Yes,Combined Harvester,Traditional,Both,5,3.28,Cold Storage,Local,F70422
2006,Karnataka,Lake Donnaborough,Cotton,6625.09,10615.58,Metric Tonnes,Sandy,Rainfed,Vermicompost,131.5,27.3,Flood,Cotton-Var-2,No,No,No,Manual,Mixed,Family,8,1.6,None,State,F73999
2006,Karnataka,Martinfort,Cotton,3514.62,6549.59,Metric Tonnes,Sandy,Drip,Vermicompost,226.45,23.07,Drought,Cotton-Var-2,Yes,Yes,No,Tractor,Mixed,Both,7,1.86,Warehouse,State,F67113
2006,Karnataka,Melissafort,Cotton,2278.9,5533.1,Metric Tonnes,Sandy,Tube Well,DAP,96.65,38.19,Drought,Cotton-Var-10,No,No,Yes,Manual,Traditional,Both,5,2.43,None,National,F44917
2006,Karnataka,Vargasport,Millet,5975.56,17420.19,Metric Tonnes,Loamy,Sprinkler,Compost,87.17,34.4,Flood,Millet-Var-6,No,Yes,No,Manual,Mixed,Family,3,2.92,None,State,F26558
2006,Karnataka,Pattersonchester,Millet,5354.97,16255.17,Metric Tonnes,Sandy,Drip,Urea,89.89,31.1,Coldwave,Millet-Var-1,Yes,Yes,No,Tractor,Mixed,Hired,6,3.04,Warehouse,Local,F70208
2006,Bihar,Barrettburgh,Wheat,6316.83,16769.33,Metric Tonnes,Clay,Tube Well,Compost,276.24,26.46,Heatwave,Wheat-Var-3,Yes,No,No,Tractor,Traditional,Family,6,2.65,None,State,F31091
2006,Bihar,Perezville,Wheat,6890.69,10809.79,Metric Tonnes,Sandy,Drip,DAP,273.64,17.04,Normal,Wheat-Var-3,No,Yes,No,Combined Harvester,Modern,Family,6,1.57,Cold Storage,Local,F56062
2006,Bihar,Halehaven,Rice,4307.65,8982.78,Metric Tonnes,Loamy,Canal,Urea,240.9,18.34,Coldwave,Rice-Var-6,Yes,Yes,No,Tractor,Mixed,Family,5,2.09,Cold Storage,Export,F20599
2006,Bihar,Wilsonville,Rice,4526.52,13987.05,Metric Tonnes,Loamy,Rainfed,DAP,107.17,17.61,Heatwave,Rice-Var-1,Yes,Yes,Yes,Tractor,Modern,Family,9,3.09,Warehouse,National,F99192
2006,Bihar,Jonesstad,Rice,1025.6,3337.55,Metric Tonnes,Loamy,Canal,NPK,234.87,26.68,Flood,Rice-Var-2,No,No,No,Tractor,Mixed,Family,9,3.25,None,Export,F64159
2006,Bihar,North Tracyburgh,Rice,922.04,2580.88,Metric Tonnes,Peaty,Sprinkler,Vermicompost,353.8,35.7,Drought,Rice-Var-7,No,Yes,No,Manual,Modern,Family,6,2.8,None,Local,F91842
2006,Bihar,West Robert,Maize,7699.26,12708.07,Metric Tonnes,Peaty,Tube Well,NPK,89.34,16.23,Drought,Maize-Var-5,Yes,Yes,Yes,Tractor,Modern,Hired,3,1.65,Cold Storage,National,F83594
2006,Bihar,Johnland,Maize,3116.79,5520.84,Metric Tonnes,Peaty,Drip,DAP,141.02,24.63,Drought,Maize-Var-2,No,No,Yes,Combined Harvester,Modern,Hired,5,1.77,None,State,F54223
2006,Bihar,Charlesburgh,Maize,6942.26,18888.16,Metric Tonnes,Clay,Drip,Vermicompost,342.24,32.76,Normal,Maize-Var-7,No,No,Yes,Combined Harvester,Modern,Hired,4,2.72,None,State,F42947
2006,Bihar,East Bridget,Maize,906.44,2693.81,Metric Tonnes,Sandy,Sprinkler,Vermicompost,146.28,30.98,Drought,Maize-Var-9,No,Yes,No,Tractor,Modern,Both,9,2.97,Warehouse,Export,F28074
2006,Bihar,Elizabethfort,Barley,2045.22,7148.76,Metric Tonnes,Loamy,Rainfed,Compost,142.24,21.98,Normal,Barley-Var-8,No,No,Yes,Manual,Modern,Hired,7,3.5,Warehouse,National,F20493
2006,Bihar,Randallfurt,Barley,12036.56,18648.11,Metric Tonnes,Sandy,Drip,DAP,293.84,33.13,Drought,Barley-Var-10,Yes,Yes,Yes,Combined Harvester,Modern,Hired,3,1.55,Cold Storage,Export,F92436
2006,Bihar,New Christopher,Barley,4873.87,16809.38,Metric Tonnes,Sandy,Canal,Vermicompost,391.46,16.63,Normal,Barley-Var-4,Yes,Yes,Yes,Manual,Mixed,Hired,3,3.45,None,Local,F28654
2006,Bihar,East Bonnieville,Barley,5917.69,16525.87,Metric Tonnes,Sandy,Rainfed,NPK,276.57,18.21,Heatwave,Barley-Var-1,Yes,Yes,Yes,Manual,Mixed,Both,5,2.79,Cold Storage,National,F45133
2006,Bihar,South Jamesside,Sugarcane,3803.4,13178.65,Metric Tonnes,Loamy,Tube Well,Urea,369.14,25.98,Normal,Sugarcane-Var-3,Yes,No,No,Combined Harvester,Modern,Family,3,3.46,Cold Storage,Export,F16655
2006,Bihar,South Julie,Sugarcane,574.93,1278.99,Metric Tonnes,Loamy,Rainfed,Urea,339.24,32.54,Flood,Sugarcane-Var-4,Yes,No,No,Manual,Mixed,Both,5,2.22,Cold Storage,Export,F47030
2006,Bihar,Seanmouth,Sugarcane,5873.3,9457.2,Metric Tonnes,Loamy,Drip,Urea,199.41,26.73,Heatwave,Sugarcane-Var-4,Yes,No,Yes,Manual,Mixed,Both,7,1.61,None,National,F94399
2006,Bihar,Port Dianeberg,Sugarcane,6687.88,18606.83,Metric Tonnes,Loamy,Tube Well,Urea,159.08,28.13,Normal,Sugarcane-Var-1,No,No,Yes,Manual,Mixed,Family,4,2.78,None,Local,F10393
2006,Bihar,Jasmineport,Cotton,519.02,1788.08,Metric Tonnes,Sandy,Tube Well,Urea,176.02,26.95,Drought,Cotton-Var-7,Yes,No,Yes,Tractor,Mixed,Hired,8,3.45,None,Local,F39016
2006,Bihar,East Joshua,Cotton,2592.66,7428.04,Metric Tonnes,Sandy,Sprinkler,Vermicompost,281.78,32.88,Drought,Cotton-Var-9,No,No,Yes,Manual,Mixed,Both,5,2.87,Cold Storage,Local,F57362
2006,Bihar,South Kelly,Cotton,2687.89,5728.79,Metric Tonnes,Silty,Canal,Urea,93.84,31.39,Normal,Cotton-Var-7,No,Yes,Yes,Manual,Mixed,Hired,9,2.13,None,Local,F19658
2006,Bihar,South Angelaton,Millet,473.42,1276.04,Metric Tonnes,Silty,Drip,NPK,354.39,37.27,Flood,Millet-Var-1,Yes,No,No,Combined Harvester,Mixed,Family,8,2.7,Cold Storage,State,F84747
2006,Bihar,Lake Paul,Millet,3827.09,9256.24,Metric Tonnes,Sandy,Rainfed,Vermicompost,76.94,31.77,Flood,Millet-Var-4,Yes,Yes,No,Manual,Modern,Hired,9,2.42,Cold Storage,National,F53003
2006,Bihar,Georgeville,Millet,8301.65,16514.56,Metric Tonnes,Loamy,Tube Well,DAP,197.46,35.97,Flood,Millet-Var-1,Yes,No,Yes,Manual,Modern,Hired,4,1.99,Warehouse,State,F47469
2006,Bihar,Glasstown,Millet,8862.37,17603.85,Metric Tonnes,Loamy,Drip,Vermicompost,242.7,19.81,Flood,Millet-Var-3,Yes,Yes,Yes,Tractor,Traditional,Hired,5,1.99,Cold Storage,Local,F11996
2006,Tamil Nadu,East Angelahaven,Wheat,748.48,2486.64,Metric Tonnes,Loamy,Sprinkler,Urea,337.18,34.0,Heatwave,Wheat-Var-1,No,Yes,Yes,Combined Harvester,Mixed,Both,6,3.32,None,National,F41847
2006,Tamil Nadu,Port Shannonside,Wheat,455.2,1450.94,Metric Tonnes,Loamy,Tube Well,Urea,203.32,23.56,Normal,Wheat-Var-7,No,No,Yes,Tractor,Mixed,Family,5,3.19,None,National,F69839
2006,Tamil Nadu,Jennamouth,Wheat,6629.97,11156.29,Metric Tonnes,Sandy,Sprinkler,Vermicompost,314.83,29.56,Coldwave,Wheat-Var-8,No,Yes,Yes,Tractor,Mixed,Both,7,1.68,Warehouse,National,F31952
2006,Tamil Nadu,Palmerview,Wheat,2205.48,4138.51,Metric Tonnes,Silty,Canal,DAP,114.49,16.43,Drought,Wheat-Var-7,Yes,Yes,Yes,Manual,Modern,Hired,7,1.88,Cold Storage,Local,F43532
2006,Tamil Nadu,West Jacobport,Rice,3760.83,11962.07,Metric Tonnes,Silty,Canal,Vermicompost,56.12,16.23,Drought,Rice-Var-1,No,Yes,Yes,Manual,Traditional,Family,8,3.18,None,Local,F33715
2006,Tamil Nadu,New Sherry,Rice,3717.44,11669.02,Metric Tonnes,Clay,Drip,DAP,164.36,23.74,Normal,Rice-Var-10,Yes,Yes,No,Combined Harvester,Traditional,Both,7,3.14,Warehouse,Local,F99967
2006,Tamil Nadu,North Molly,Rice,5921.02,12128.76,Metric Tonnes,Sandy,Sprinkler,Urea,59.31,33.38,Heatwave,Rice-Var-2,Yes,No,Yes,Combined Harvester,Modern,Hired,7,2.05,None,Local,F87141
2006,Tamil Nadu,Davidside,Maize,4771.79,12700.17,Metric Tonnes,Peaty,Drip,NPK,309.59,31.88,Drought,Maize-Var-2,No,Yes,Yes,Manual,Traditional,Hired,7,2.66,None,State,F18803
2006,Tamil Nadu,North Lisabury,Maize,2047.52,4514.7,Metric Tonnes,Peaty,Drip,Vermicompost,94.14,18.25,Drought,Maize-Var-9,No,Yes,No,Manual,Modern,Family,8,2.2,Cold Storage,State,F32036
2006,Tamil Nadu,New Patricia,Maize,4253.95,13685.82,Metric Tonnes,Silty,Tube Well,Urea,386.96,30.71,Normal,Maize-Var-3,Yes,No,Yes,Combined Harvester,Traditional,Family,8,3.22,Cold Storage,Local,F43025
2006,Tamil Nadu,Ayershaven,Barley,2389.98,4089.98,Metric Tonnes,Sandy,Rainfed,NPK,334.5,29.47,Flood,Barley-Var-4,Yes,Yes,Yes,Manual,Modern,Both,7,1.71,None,State,F11337
2006,Tamil Nadu,Savannahtown,Barley,4099.53,12556.56,Metric Tonnes,Clay,Canal,DAP,296.15,35.86,Normal,Barley-Var-4,Yes,No,Yes,Tractor,Traditional,Family,8,3.06,Warehouse,Export,F57077
2006,Tamil Nadu,Port Chadville,Sugarcane,532.94,1596.17,Metric Tonnes,Loamy,Tube Well,Compost,347.8,22.15,Drought,Sugarcane-Var-1,Yes,Yes,No,Manual,Traditional,Hired,5,3.0,Warehouse,State,F10378
2006,Tamil Nadu,Lake Jose,Sugarcane,6102.79,12988.72,Metric Tonnes,Loamy,Rainfed,Vermicompost,385.29,15.84,Drought,Sugarcane-Var-8,No,No,No,Manual,Mixed,Family,7,2.13,None,State,F27304
2006,Tamil Nadu,Davidton,Cotton,6440.76,11805.96,Metric Tonnes,Loamy,Tube Well,Vermicompost,299.28,19.4,Normal,Cotton-Var-7,Yes,No,No,Manual,Mixed,Family,9,1.83,Cold Storage,State,F25641
2006,Tamil Nadu,Pamelafort,Cotton,2045.2,5089.97,Metric Tonnes,Loamy,Rainfed,DAP,370.19,20.29,Coldwave,Cotton-Var-5,Yes,No,No,Tractor,Traditional,Both,3,2.49,Cold Storage,Local,F65023
2006,Tamil Nadu,South Brian,Millet,1097.66,3312.68,Metric Tonnes,Loamy,Sprinkler,Urea,225.22,37.79,Flood,Millet-Var-7,No,No,No,Manual,Traditional,Hired,4,3.02,None,Export,F30050
2006,Tamil Nadu,South Cameron,Millet,1203.14,3358.98,Metric Tonnes,Loamy,Sprinkler,Vermicompost,131.51,18.92,Heatwave,Millet-Var-6,No,Yes,No,Combined Harvester,Modern,Hired,5,2.79,None,Local,F67799
2006,Tamil Nadu,West Taylor,Millet,5145.13,13826.87,Metric Tonnes,Silty,Drip,DAP,314.19,22.74,Flood,Millet-Var-10,Yes,Yes,No,Manual,Traditional,Hired,8,2.69,None,Export,F31925
2006,Gujarat,Port Ashley,Wheat,3996.4,9235.45,Metric Tonnes,Clay,Tube Well,DAP,394.43,22.31,Heatwave,Wheat-Var-3,No,Yes,Yes,Manual,Traditional,Hired,4,2.31,Warehouse,State,F55026
2006,Gujarat,Joshuachester,Wheat,2828.73,6248.94,Metric Tonnes,Peaty,Rainfed,Compost,247.61,21.31,Drought,Wheat-Var-2,Yes,No,Yes,Combined Harvester,Mixed,Hired,4,2.21,None,State,F50781
